Sistema de Colas Simple
Cliente 743:  0.379 minutos
Cliente 744: 28.889 minutos
Cliente 745:  7.418 minutos
Cliente 746: 16.298 minutos
Cliente 747:  0.079 minutos
Cliente 748:  4.045 minutos
Cliente 749:  0.447 minutos
Cliente 750:  3.690 minutos
Cliente 751:  3.583 minutos
Cliente 752:  8.684 minutos
Cliente 753:  1.321 minutos
Cliente 754:  3.342 minutos
Cliente 755:  4.622 minutos
Cliente 756:  4.786 minutos
Cliente 757:  1.373 minutos
Cliente 758:  4.391 minutos
Cliente 759:  3.127 minutos
Cliente 760:  0.100 minutos
Cliente 761:  0.160 minutos
Cliente 762:  1.008 minutos
Cliente 763:  4.154 minutos
Cliente 764:  2.685 minutos
Cliente 765:  9.833 minutos
Cliente 766:  9.347 minutos
Cliente 767:  1.300 minutos
Cliente 768:  4.212 minutos
Cliente 769:  2.288 minutos
Cliente 770:  1.954 minutos
Cliente 771:  0.033 minutos
Cliente 772:  7.950 minutos
Cliente 773:  3.619 minutos
Cliente 774: 12.706 minutos
Cliente 775:  8.176 minutos
Cliente 776:  9.029 minutos
Cliente 777:  8.298 minutos
Cliente 778:  1.687 minutos
Cliente 779: 10.826 minutos
Cliente 780:  1.565 minutos
Cliente 781:  8.686 minutos
Cliente 782:  3.001 minutos
Cliente 783: 28.450 minutos
Cliente 784: 20.814 minutos
Cliente 785:  1.746 minutos
Cliente 786:  3.705 minutos
Cliente 787:  1.471 minutos
Cliente 788:  0.228 minutos
Cliente 789:  0.572 minutos
Cliente 790:  3.587 minutos
Cliente 791: 20.923 minutos
Cliente 792:  8.277 minutos
Cliente 793:  1.985 minutos
Cliente 794: 10.778 minutos
Cliente 795:  0.125 minutos
Cliente 796:  9.249 minutos
Cliente 797:  6.248 minutos
Cliente 798:  2.607 minutos
Cliente 799:  1.554 minutos
Cliente 800:  4.368 minutos
Cliente 801:  7.854 minutos
Cliente 802:  4.477 minutos
Cliente 803:  6.283 minutos
Cliente 804: 15.679 minutos
Cliente 805:  1.687 minutos
Cliente 806:  0.816 minutos
Cliente 807:  0.149 minutos
Cliente 808:  0.246 minutos
Cliente 809:  9.917 minutos
Cliente 810: 13.176 minutos
Cliente 811:  6.374 minutos
Cliente 812:  5.458 minutos
Cliente 813: 12.907 minutos
Cliente 814:  3.705 minutos
Cliente 815: 16.466 minutos
Cliente 816: 13.000 minutos
Cliente 817:  5.942 minutos
Cliente 818:  1.617 minutos
Cliente 819:  4.562 minutos
Cliente 820:  8.515 minutos
Cliente 821:  3.705 minutos
Cliente 822:  4.836 minutos
Cliente 823:  1.591 minutos
Cliente 824:  4.007 minutos
Cliente 825: 16.713 minutos
Cliente 826:  0.334 minutos
Cliente 827:  1.322 minutos
Cliente 828: 19.147 minutos
Cliente 829:  9.245 minutos
Cliente 830:  8.911 minutos
Cliente 831:  3.444 minutos
Cliente 832:  9.703 minutos
Cliente 833: 10.186 minutos
Cliente 834:  1.250 minutos
Cliente 835: 25.760 minutos
Cliente 836:  3.410 minutos
Cliente 837:  1.462 minutos
Cliente 838:  8.144 minutos
Cliente 839:  1.880 minutos
Cliente 840:  1.967 minutos
Cliente 841:  3.408 minutos
Cliente 842:  2.604 minutos
Cliente 843: 17.588 minutos
Cliente 844:  8.721 minutos
Cliente 845: 12.054 minutos
Cliente 846:  1.367 minutos
Cliente 847: 19.657 minutos
Cliente 848:  2.550 minutos
Cliente 849: 13.152 minutos
Cliente 850:  8.983 minutos
Cliente 851:  4.921 minutos
Cliente 852:  1.300 minutos
Cliente 853:  5.480 minutos
Cliente 854:  3.591 minutos
Cliente 855:  3.064 minutos
Cliente 856:  2.786 minutos
Cliente 857:  5.999 minutos
Cliente 858:  1.952 minutos
Cliente 859: 13.900 minutos
Cliente 860: 11.617 minutos
Cliente 861:  2.500 minutos
Cliente 862:  8.491 minutos
Cliente 863:  4.926 minutos
Cliente 864:  3.053 minutos
Cliente 865:  2.275 minutos
Cliente 866:  0.497 minutos
Cliente 867:  2.959 minutos
Cliente 868:  9.138 minutos
Cliente 869: 10.664 minutos
Cliente 870:  8.663 minutos
Cliente 871: 12.104 minutos
Cliente 872: 22.136 minutos
Cliente 873:  2.195 minutos
Cliente 874: 26.837 minutos
Cliente 875:  2.519 minutos
Cliente 876:  9.753 minutos
Cliente 877:  4.651 minutos
Cliente 878:  0.873 minutos
Cliente 879:  3.748 minutos
Cliente 880:  2.583 minutos
Cliente 881:  6.465 minutos
Cliente 882:  4.435 minutos
Cliente 883:  2.368 minutos
Cliente 884:  2.747 minutos
Cliente 885:  0.479 minutos
Cliente 886: 10.257 minutos
Cliente 887:  1.889 minutos
Cliente 888: 22.455 minutos
Cliente 889:  9.763 minutos
Cliente 890: 13.331 minutos
Cliente 891:  4.622 minutos
Cliente 892:  1.167 minutos
Cliente 893:  0.595 minutos
Cliente 894:  4.819 minutos
Cliente 895:  4.434 minutos
Cliente 896: 19.538 minutos
Cliente 897:  6.561 minutos
Cliente 898:  1.688 minutos
Cliente 899:  7.885 minutos
Cliente 900:  2.162 minutos
Cliente 901:  1.042 minutos
Cliente 902:  0.564 minutos
Cliente 903:  1.398 minutos
Cliente 904: 10.820 minutos
Cliente 905:  2.634 minutos
Cliente 906:  4.151 minutos
Cliente 907:  2.686 minutos
Cliente 908:  2.184 minutos
Cliente 909:  9.464 minutos
Cliente 910:  8.577 minutos
Cliente 911:  2.065 minutos
Cliente 912: 19.118 minutos
Cliente 913:  0.345 minutos
Cliente 914:  2.980 minutos
Cliente 915:  8.211 minutos
Cliente 916:  4.985 minutos
Cliente 917:  7.352 minutos
Cliente 918:  8.211 minutos
Cliente 919:  2.479 minutos
Cliente 920:  0.396 minutos
Cliente 921:  1.511 minutos
Cliente 922: 33.101 minutos
Cliente 923:  3.609 minutos
Cliente 924:  7.249 minutos
Cliente 925:  4.934 minutos
Cliente 926:  4.948 minutos
Cliente 927:  1.216 minutos
Cliente 928:  4.741 minutos
Cliente 929:  9.817 minutos
Cliente 930:  0.707 minutos
Cliente 931:  2.460 minutos
Cliente 932: 25.751 minutos
Cliente 933:  4.802 minutos
Cliente 934: 14.861 minutos
Cliente 935: 10.902 minutos
Cliente 936:  0.436 minutos
Cliente 937:  7.765 minutos
Cliente 938: 12.413 minutos
Cliente 939:  4.492 minutos
Cliente 940:  2.732 minutos
Cliente 941:  5.864 minutos
Cliente 942:  4.984 minutos
Cliente 943:  0.259 minutos
Cliente 944:  0.575 minutos
Cliente 945: 29.914 minutos
Cliente 946:  0.051 minutos
Cliente 947:  4.127 minutos
Cliente 948: 10.980 minutos
Cliente 949:  3.192 minutos
Cliente 950:  6.782 minutos
Cliente 951:  2.666 minutos
Cliente 952:  6.366 minutos
Cliente 953:  1.597 minutos
Cliente 954:  4.849 minutos
Cliente 955:  1.945 minutos
Cliente 956: 15.070 minutos
Cliente 957:  1.343 minutos
Cliente 958: 13.353 minutos
Cliente 959:  4.820 minutos
Cliente 960:  1.100 minutos
Cliente 961:  0.940 minutos
Cliente 962:  7.739 minutos
Cliente 963:  1.334 minutos
Cliente 964: 10.736 minutos
Cliente 965:  0.520 minutos
Cliente 966:  0.362 minutos
Cliente 967:  4.630 minutos
Cliente 968:  0.477 minutos
Cliente 969:  7.379 minutos
Cliente 970:  2.072 minutos
Cliente 971: 11.422 minutos
Cliente 972:  2.608 minutos
Cliente 973: 11.328 minutos
Cliente 974:  1.691 minutos
Cliente 975:  2.660 minutos
Cliente 976: 13.005 minutos
Cliente 977:  1.945 minutos
Cliente 978:  6.284 minutos
Cliente 979: 16.452 minutos
Cliente 980:  0.451 minutos
Cliente 981:  1.782 minutos
Cliente 982:  9.619 minutos
Cliente 983: 14.707 minutos
Cliente 984: 18.285 minutos
Cliente 985:  2.792 minutos
Cliente 986:  2.025 minutos
Cliente 987:  7.385 minutos
Cliente 988: 10.833 minutos
Cliente 989:  2.597 minutos
Cliente 990:  2.767 minutos
Cliente 991:  5.144 minutos
Cliente 992:  7.432 minutos
Cliente 993:  8.636 minutos
Cliente 994: 11.348 minutos
Cliente 995: 21.009 minutos
Cliente 996: 26.252 minutos
Cliente 997:  5.483 minutos
Cliente 998:  2.024 minutos
Cliente 999: 25.861 minutos
Cliente 1000:  0.000 minutos


Espera promedio en la cola     13.590 minutos

Numero promedio en cola     1.571

Uso del servidor          0.691

Tiempo de terminacion de la simulacion    8654.274 minutos
